Titre,Entreprise,Lieu,Contrat,Salaire
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Boulogne-Billancourt (92),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Massy (91),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
ALTERNANCE - Data Analyst - F/H,THALES,Meudon (92),Alternance / Apprentissage,N/A
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Paris (75),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Saint-Denis (93),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Analyst/Ingénieur IA alternance  H/F,Energie Transfert Thermique,Ploudalmézeau (29),Alternance / Apprentissage,N/A
Consultant en Stratégie & Data,digiRocks,Paris (75),CDI,70 000 € - 80 000 € par an
Technicien CVC Data Center (H/F/D),Gif,Aubervilliers (93),"CDI, Intérim- 6 mois",N/A
CDD - Coordinateur Master Data (h/f),Groupe Talents Handicap,Paris (75),CDD,N/A
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Lannion (22),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Paris (75),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Paris (75),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Montreuil (93),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Boulogne-Billancourt (92),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Paris (75),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Saint-Denis (93),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Stage Data Scientist (SIG) F/H,TERACT,Évreux (27),Stage,N/A
Consultant en Stratégie & Data,digiRocks,Paris (75),CDI,70 000 € - 80 000 € par an
"Data Scientist / Business Intel Engineer (FTC), EU Prime and Marketing Science & Analytics",Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
CDD - Coordinateur Master Data (h/f),Groupe Talents Handicap,Paris (75),CDD,N/A
Stage - Ingénieur Data R&D (P.PURE) - SBS - Annecy,Groupe Talents Handicap,Annecy (74),Stage,N/A
Alternance - Data Engineer - Services Publics - Nantes,Groupe Talents Handicap,Nantes (44),Alternance / Apprentissage,N/A
Architecte Solution Data F/H,SNCF,Nantes (44),CDI,45 000 € - 55 000 € par an
Directeur(trice) de Projet - Data - Services Financiers - Ile-de-France,Groupe Talents Handicap,Paris (75),CDI,N/A
Responsable Marketing Client et Data H/F,Michael Page,Lille (59),CDI,50 000 € - 56 000 € par an
Consultant Data/Traçabilité secteur industriel,Silkhom,Saint-Étienne (42),Indépendant / Franchisé,N/A
Administrateur systèmes Linux – Editeur de logiciel data,Silkhom,Lyon (69),CDI,45 000 € - 50 000 €
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Lannion (22),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Saint-Denis (93),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Clermont-Ferrand (63),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Data Scientist Machine Learning - (H/F) - En alternance,OpenClassrooms,Montreuil (93),Alternance / Apprentissage- 0 Year,900 € - 1 600 € par mois
Beluga XL 3D Technical Data Specialist in Customer Services (M/F),AIRBUS,Toulouse (31),CDI,N/A
ALTERNANCE - Data Analyst F/H Alternance / Apprentissage H/F,Bloom Alternance,Tarnos (40),Alternance / Apprentissage,N/A
DBA / Data Engineer - SQL  Alternance / Apprentissage H/F,Bloom Alternance,Toulouse (31),Alternance / Apprentissage,N/A
Consultant·e Senior AMOA Data (H/F/X),Achil.,Paris (75),CDI,N/A
Consultant·e Senior AMOA Data (H/F/X),Achil.,Paris (75),CDI,N/A
ALTERNANCE - Data Analyst F/H Alternance / Apprentissage H/F,Bloom Alternance,Tarnos (40),Alternance / Apprentissage,N/A
Alternant(e) Data Analyst – Septembre 2025 (F/H),IMIE Paris,Levallois-Perret (92),Alternance / Apprentissage- 1 mois,N/A
Responsable Maintenance Data Center (H/F/D),BRAINFIELD,Paris (75),CDI,N/A
Data Ingenieur Services Financiers Strasbourg,Groupe Talents Handicap,Bas-Rhin (67),CDI,N/A
Chef de projet digital Data Expérimenté (H/F),Manpower,Poitiers (86),CDI,N/A
Développeur Full Stack Data (H/F) F/H,TERACT,Courbevoie (92),CDI,N/A
Directeur de Domaine Data & Business Information H/F,Michael Page,Bois-Colombes (92),CDI,120 000 € - 150 000 € par an
Chef de projet Data MOA (H/F),LHH Recruitment Solutions,Paris (75),CDI,58 000 € - 62 000 €
Responsable fonction USAGE / FLIGHT DATA CONTINUOUS RECORDING pour la surveillance Hélicoptère  (H/F),AIRBUS,Marseille (13),CDI,N/A
Architecte Cloud Data GCP - CCOE - France,Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
"Engineering Operations Technician , Data Center Engineering Operations",Groupe Talents Handicap,Paris (75),CDI,N/A
Achats Méthode/Process & Data Management F/H,PONTOON,Montigny-le-Bretonneux (78),CDI,N/A
"Business Data Analyst - Excel, Power BI, SQL H/F",Teamis,Paris (75),CDI,50 000 € - 55 000 € par an
Conducteur(trice) de Travaux en  DATA CENTERS  H/F (78),Fauché,Yvelines (78),CDI,N/A
TECHNICIEN DATA ANALYSTE SECTEUR PHARMA (F/H),Expectra,Saint-Priest (69),Intérim- 6 mois,32 000 € - 35 000 € par an
Responsable Planning & Data - Expert en Excel & Optimisation h/f  Meurthe-et-Moselle (54),AXM Human Resources,Meurthe-et-Moselle (54),CDI,N/A
Technicien EDI - Data Integration Specialist H/F,DACHSER FRANCE,Chanverrie (85),CDI,N/A
Consultant / Architecte DATA & AI  - CCoE Microsoft,Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
Développeur(se) Expert(e) Data - Transport - Nantes,Groupe Talents Handicap,Nantes (44),CDI,N/A
Data Engineer - Bordeaux - Formation à distance   Alternance / Apprentissage H/F,Bloom Alternance,Bordeaux (33),Alternance / Apprentissage,N/A
Data Scientist à Velizy Villacoublay (78) Alternance / Apprentissage H/F,Bloom Alternance,Vélizy-Villacoublay (78),Alternance / Apprentissage,N/A
Data Engineer - Valence - Formation en alternance à distance   Alternance / Apprentissage H/F,Bloom Alternance,Valence (26),Alternance / Apprentissage,N/A
Développeur BI - Environnement Data and Décisionnel H/F,Michael Page,Saint-André-lez-Lille (59),CDI,33 000 € - 38 000 € par an
Stage - Ingénieur Data R&D (domaine reporting réglementaire)  - SBS - Annecy,Groupe Talents Handicap,Annecy (74),Stage,N/A
Supplier Financial Watchtower Analyst and Data Analytics (F/H),Crit,Blagnac (31),Intérim,50 000 € - 55 000 € par an
Proxy Product Owner Data – Transport - Nantes,Groupe Talents Handicap,Nantes (44),CDI,N/A
Alternance - Ingénieur(e) études et développement Big Data – Transport - Nantes,Groupe Talents Handicap,Nantes (44),Alternance / Apprentissage,N/A
Directeur de Projet Data Center (H/F/D),BRAINFIELD,Paris (75),CDI,N/A
Multi-Sensor Data Fusion Designer (f/m),AIRBUS,Toulouse (31),CDI,N/A
Data Scientist Senior Risque de Crédit H/F,Michael Page,Puteaux (92),CDI,50 000 € - 70 000 € par an
TECHNICIEN DE MAINTENANCE CVC (EN DATA CENTER) (H/F/D),Gif,Bezons (95),"CDI, Intérim- 2 mois",N/A
Technicien Maintenance CVC - Leader Mondial Data Center H/F,Page Personnel,La Courneuve (93),CDI,35 000 € - 50 000 € par an
Chargé(e) d'Affaires en électricité DATA CENTERS (78)  H/F,Fauché,Saint-Germain-en-Laye (78),CDI,N/A
CDI alternance Data en pilotage des moyens et des flux H/F,MACIF,Nantes (44),"CDI, Alternance / Apprentissage",N/A
ASSISTANT DATA MANAGER (H/F),Groupe ATOLL,Oyonnax (01),Intérim- 18 mois,N/A
ALTERNANT LOGISTIQUE MASTER DATA (H/F),Groupe Talents Handicap,Drôme (26),Alternance / Apprentissage,N/A
Data Manager (F/M/X) - Salon de Provence (13),SAUR,Salon-de-Provence (13),CDD- 24 mois,40 000 € - 46 000 € par an
"Senior Delivery Consultant – Data & GenAI, Professional Services",Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
CA-CIB - Développeur Back-End Java Big Data H/F,Michael Page,Montrouge (92),CDI,60 000 € - 70 000 € par an
Alternance Chargé(e) de projets digitaux/ Data et CRM - Vénissieux (F/H),ISCOD ALTERNANCE,Vénissieux (69),Alternance / Apprentissage,N/A
Consultant/Développeur Data H/F,Michael Page,Strasbourg (67),Indépendant / Franchisé,103 992 € - 116 991 € par an
ARCHITECTE DIPLOME - DIRECTEUR DE PROJET CONSTRUCTION DATA CENTER (H/F),Work&You,Paris (75),CDI,80 000 € - 90 000 € par an
Manager Actuariat et Data en assurance IARD H/F,Verlingue,Quimper (29),CDI,N/A
Directeur de Projet / Project Manager data center design H/F,Work&You,Paris (75),CDI,80 000 € - 90 000 € par an
Manager Actuariat et Data en assurance IARD H/F,Verlingue,Rennes (35),CDI,N/A
Assistant Marketing et data (H/F/D),SAMSIC EMPLOI,Saint-Éloy-les-Mines (63),Intérim- 3 mois,N/A
Technician Data Center en alternance,Groupe Talents Handicap,Hauts-de-Seine (92),Alternance / Apprentissage,N/A
Enseignant Responsable Pédagogique en informatique / Data/ systèmes et réseaux/ Développement H/F,CESI,Bordeaux (33),CDI,"À partir de 6,77 € par heure"
Ingénieur / Administrateur Système Data Center N1/N2 - F/H,RTE - Réseau de transport d'électricité,Montigny-le-Bretonneux (78),CDI,N/A
"Principal Program Manager - Measurement, Measurement, Ad Tech, and Data Science (MADS)",Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
Alternance - Chef de projet IT Data / MOA / MOE,IMIE Paris,Neuilly-sur-Seine (92),Alternance / Apprentissage- 24 mois,N/A
Alternance Développeur Fullstack / IA / Data - Paris (F/H),ISCOD ALTERNANCE,Paris (75),Alternance / Apprentissage,N/A
Alternance - Chef de projet IT Data / MOA / MOE,IMIE Paris,Paris (75),Alternance / Apprentissage- 1 mois,N/A
Technicien biologiste Data / Validation à Saint-Priest (H/F),Manpower,Saint-Priest (69),Intérim- 7 mois,N/A
Alternant – Coordinateur Supply Amont & Data,Groupe Talents Handicap,Essonne (91),Alternance / Apprentissage,N/A
Alternance Licence Pro CAIE en Data Center,Groupe Talents Handicap,Hauts-de-Seine (92),Alternance / Apprentissage,N/A
Alternance - Technical Data Support Engineering Project - (H/F),AIRBUS,Marseille (13),Alternance / Apprentissage,N/A
Stage - Chargé(e) Web Analyse Data F/H F/H,Groupe Fnac Darty,Ivry-sur-Seine (94),Stage,N/A
"Chef de Chantier (H/F) en informatique, optique & téléphonique",DCS (Data cabling Systems),Paris (75),CDI,N/A
Data & Intelligence Artificielle en Alternance Alternance / Apprentissage H/F,Bloom Alternance,Bordeaux (33),Alternance / Apprentissage,N/A
ALTERNANCE -  Gestionnaire support et Data Manager - F/H,THALES,Massy (91),Alternance / Apprentissage,N/A
Alternance - Business Analyst Data/Key User CRM F/H,Services Propreté et Santé,Créteil (94),Alternance / Apprentissage,N/A
Alternance – Ingénieur Informatique - Développement d'infrastructures Big Data et IA - H/F,Naval Group,Toulon (83),Alternance / Apprentissage,N/A
Stage BAC+4/5 Assistant Chef de projet partenariat & data média H/F 4 ou 6 mois,BNP PARIBAS,Paris 19 (75),Stage,N/A
Gestionnaire tarif f/h,Saint-Gobain,Reims (51),CDI,32 000 € - 38 000 €
Cloud DevOps Engineer Aix,Groupe Talents Handicap,Bouches-du-Rhône (13),CDI,N/A
Référent Technique BI H/F,Michael Page,Montrouge (92),CDI,60 000 € - 70 000 € par an
Software Engineer,Groupe Talents Handicap,Ille-et-Vilaine (35),CDI,N/A
Chef de projet analyste et développement H/F,Hays,Nancy (54),CDI,43 000 € - 48 000 € par an
Ingenieur IA (H/F),THALES,Vélizy-Villacoublay (78),CDI,N/A
Consultant Senior en conduite du changement,Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
Consultant PME Pôle Conseil (H/F),ADSEARCH,Nantes (44),CDI,40 000 € - 50 000 € par an
Ingénieur Validation et Administration Linux HPC / R&D (F/H/X),Groupe Talents Handicap,Les Clayes-sous-Bois (78),CDI,N/A
Ingénieur Validation et Administration Linux HPC / R&D (F/H/X),Groupe Talents Handicap,Les Clayes-sous-Bois (78),CDI,N/A
CSM Base F/H,Auchan Retail France,Villeneuve-d'Ascq (59),CDI,N/A
Chargé d'études hôtellerie de santé F/H,Elior,Créteil (94),CDI,N/A
Chargé d'Études Masse et Centre de Gravité Aéronautique H/F Réf ATH,Talents Pulse une entité de ENEXSE Group,Issoudun (36),CDI,À partir de 25 000 €
Consultant Senior Salesforce Marketing Cloud H/F,Groupe Talents Handicap,Seine-Saint-Denis (93),CDI,N/A
Technicien devis,Groupe ATOLL,Aix-les-Bains (73),CDI,25 000 € - 30 000 € par an
Technicien devis,Groupe ATOLL,Aix-les-Bains (73),CDI,25 000 € - 30 000 € par an
Chef de projet IoT – Smart cities,Silkhom,Lyon (69),CDI,45 000 € - 50 000 €
Ingénieur brevets logiciels et ia - f/h,J4S Intérim,Rennes (35),CDI,N/A
Consultant confirmé - Stratégie et Transformation - Financial Services F/H,Groupe Talents Handicap,Seine-Saint-Denis (93),CDI,N/A
Architecte BI H/F,Michael Page,Le Mans (72),CDI,45 000 € - 50 000 € par an
Ingénieur Logiciel F.H,THALES,Fleury-les-Aubrais (45),CDI,N/A
"Gen AI Sales Specialist - France, AWS Specialist Team France",Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
Chargé D'études (H/F),Domino RH,Rouen (76),CDI,35 000 € - 45 000 € par an
Analyst IT H/F,LHH Recruitment Solutions,Boulogne-Billancourt (92),CDI,50 000 € - 55 000 €
Consultant confirmé - Stratégie et Transformation - Insurance Advisory F/H,Groupe Talents Handicap,Seine-Saint-Denis (93),CDI,N/A
Chargé d'Études BIM H/F,Page Personnel,Marseille (13),CDI,40 000 € - 45 000 € par an
Responsable BI SAP BW H/F,Michael Page,Bourg-en-Bresse (01),CDI,50 000 € - 60 000 € par an
Chargé de front office courtage mutuelle (H/F),Work&You,Chevry-Cossigny (77),CDI,26 000 € - 28 000 € par an
Tech Lead Databricks H/F,APAVE,Limonest (69),CDI,N/A
Technical rater (F/M),AIRBUS,Marseille (13),CDI,N/A
Ingenieur DATAVIZ (H/F),THALES,Vélizy-Villacoublay (78),CDI,N/A
Ingénieur Support BI,Le CabRH,Villeneuve-d'Ascq (59),CDI,40 000 € - 47 000 € par an
Chargé Rémunération domaine assurance H/F,Gan Prévoyance,Gironde (33),CDI,N/A
Product Owner / Responsable Projet Système Electronique Embarqué (H/F),LIEBHERR AEROSPACE TOULOUSE,Toulouse (31),CDI,N/A
"GenAI Sales Specialist, AWS Specialist Team France",Groupe Talents Handicap,Hauts-de-Seine (92),CDI,N/A
Ingenieur DATAVIZ (H/F),THALES,Vélizy-Villacoublay (78),CDI,N/A
CDI - Chargé(e) de Méthodes Outillées et SI Qualité H/F,Naval Group,Lorient (56),CDI,N/A
"Consultant confirmé - Stratégie et Transformation - Energie, Utilities et Chemicals F/H",Groupe Talents Handicap,Seine-Saint-Denis (93),CDI,N/A
Tech Lead .NET / Azure / GenAI H-F,Groupe Talents Handicap,Seine-Saint-Denis (93),CDI,N/A
Auditeur opérationnel Centres Feu Vert H/F,FEU VERT,France,CDI,N/A
Expert technique Base de données H/F,Groupe Talents Handicap,Nord (59),CDI,N/A
Consultant Senior Climat - Quotas CO2 H/F,APAVE,La Défense (92),CDI,N/A
Consultant Senior Climat - MACF/CBAM H/F,APAVE,La Défense (92),CDI,N/A
Technicien Bureau d'Etudes (h/f),ADECCO,Chemillé-Melay (49),"CDI, CDI Intérimaire",32 000 € - 38 000 €
Alternance : Vérification qualité de données (H/F),Club Med,Lyon (69),"CDI, Alternance / Apprentissage",N/A
Technicien BE calculs et Méthodes (F/H),Domino RH,Montargis (45),CDI,30 000 € - 35 000 € par an
Analyste Reporting & Données – Immobilier,Le CabRH,Le Havre (76),CDI,N/A
CDI -  Chargé d'études emménagement H/F,Naval Group,Toulon (83),CDI,N/A
Ingénieur Support HPC H/F,THALES,Toulouse (31),CDI,N/A
Consultant Manufacturing  - PLM TEAMCENTER - Yvelines (78),Groupe Talents Handicap,Yvelines (78),CDI,N/A
ATR - FAL controler (H/F),AIRBUS,Toulouse (31),CDI,N/A
Consultant/e gestion de configuration - Teamcenter - Vernon,Groupe Talents Handicap,Eure (27),CDI,N/A
Chef de projet IoT – Smart cities,BlueDocker,Lyon (69),CDI,45 000 € - 50 000 €
Tech Lead TAGETIK  H/F,BNP PARIBAS,Paris 19 (75),CDI,N/A
Pilote offre de service échanges inter-applicatifs - F/H,RTE - Réseau de transport d'électricité,Puteaux (92),CDI,N/A
Ingénieur Support - SBS - Tours,Groupe Talents Handicap,Tours (37),CDI,N/A
TECHNICIEN BUREAU D’ETUDES - H/F,Slash Interim,Oissel (76),CDI,N/A
CDI – Deviseur quantitatifs naval /- H/F,Naval Group,Cherbourg-Octeville (50),CDI,N/A
Chef de Projet IA H/F,Michael Page,Paris 17 (75),CDI,50 000 € - 60 000 € par an
Expert Performance (Splunk) F/H,FAB Group,Paris (75),CDI,60 000 € - 75 000 € par an
Architecte de données informatiques Lead Fonctionnel & Technique (H/F),Manpower,Poitiers (86),CDI,N/A
Acheteur / Group Lead Buyer Software H/F,BNP PARIBAS,Mérignac (33),CDI,N/A
CDI - Qualiticien clients - Qualité programme en phases de developpement logiciel - H/F,Naval Group,Saint-Tropez (83),CDI,N/A
Chef de projet FI/CO - SAP - siège groupe international,KARPOS RH,Bordeaux (33),CDI,52 000 € - 65 000 € par an
Architecte Expert Databricks (F/H),Groupe Talents Handicap,Val-d'Oise (95),CDI,N/A
Chargée de la gouvernance des données H/F,Fed IT,Versailles (78),CDI,50 000 € - 60 000 € par an
Chef de Projet Technique Web – Client final dans la distribution de fournitures,Silkhom,Lyon (69),CDI,50 000 € - 60 000 €
Chef de projet ERP – Fabricant d’emballages métalliques,Silkhom,Mâcon (71),CDI,N/A
Chef de Projet Intégration H/F,Fed IT,La Garde (83),CDI,38 000 € - 50 000 € par an
Gestionnaire base de données produits F/H,Groupe Martin Belaysoud,Bourg-en-Bresse (01),"CDI, CDD",20 000 € - 24 000 €
Chef de projet delivery SaaS – PME internationale,Silkhom,Clichy (92),CDI,40 000 € - 50 000 €
Gestionnaire Datawarehouse ETL - Talend H/F,Cezam (Groupe ACTUA),Strasbourg (67),CDI,N/A
Web Analyst F/H,Groupe A2micile,Strasbourg (67),CDI,40 000 € - 45 000 € par an
Chef de projet - Production & Reconditionnement Automobile (H/F),Autohero,Châtillon (92),CDI,N/A
Junior Asic Architect R&D (H/F),Groupe Talents Handicap,Alpes-Maritimes (06),CDI,N/A
Ingénieur Telecom - H/F,BNP PARIBAS,Jardin du Luxembourg (75),CDI,N/A
Ingénieur Telecom - H/F,BNP PARIBAS,Jardin du Luxembourg (75),CDI,N/A
Chef de Projet Risque,FED FINANCE,Lille (59),CDI,45 000 € - 50 000 € par an
Chef de Projet Application H/F,Talents IT,Meulan-en-Yvelines (78),CDI,35 000 € - 45 000 € par an
Chargé d'études données économiques F/H,MAIF,Niort (79),CDI,N/A
